video_id,start_time,end_time,filename,phrase,word_boundaries,neg_files,num_frames,score,correct_2spk,correct_4spk,correct_6spk
nS6H1nnIo3s,122.2804,124.2804,nS6H1nnIo3s_122.280400-124.280400/00000,more prevalent and we can handle,"[['more', 0, 5], ['prevalent', 12, 23], ['and', 32, 34], ['we', 34, 36], ['can', 37, 40], ['handle', 41, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000']",52,,,,
Z_uF3axOMGE,233.766067,238.126067,Z_uF3axOMGE_233.766067-238.126067/00000,is the example that i gave before so ich bin andrea instead of,"[['is', 0, 1], ['the', 2, 5], ['example', 6, 13], ['that', 14, 16], ['i', 16, 18], ['gave', 18, 23], ['before', 23, 32], ['so', 34, 38], ['ich', 53, 58], ['bin', 59, 67], ['andrea', 82, 98], ['instead', 100, 107], ['of', 107, 109]]","['RlM4HGpDBhg_129.328800-133.728800/00000', 'jnsuH9_qYyA_33.372700-37.732700/00000', 'oNV0SJoxrQY_270.658289-274.978289/00000', 'sNgJ874MOss_248.840000-253.120000/00000', 'IQMIZ96UQR0_16.853467-21.093467/00000']",112,"[0.9350533, 0.7656236, 0.7966655]",1.0,1.0,0.0
TGVOcQWlLk8,151.856533,154.736533,TGVOcQWlLk8_151.856533-154.736533/00000,easy tuck and roll and then it,"[['easy', 0, 8], ['tuck', 47, 52], ['and', 53, 55], ['roll', 56, 62], ['and', 64, 66], ['then', 67, 69], ['it', 71, 72]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
lmABGqb0u8Y,26.267233,29.147233,lmABGqb0u8Y_26.267233-29.147233/00001,for apps testing them ourselves and handing,"[['for', 0, 3], ['apps', 8, 13], ['testing', 23, 34], ['them', 35, 38], ['ourselves', 39, 49], ['and', 58, 62], ['handing', 64, 72]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
6b8aekOT3Po,197.302167,199.022167,6b8aekOT3Po_197.302167-199.022167/00000,cell phone or youre buying packages,"[['cell', 0, 6], ['phone', 6, 12], ['or', 13, 14], ['youre', 15, 18], ['buying', 18, 25], ['packages', 26, 43]]","['WSH8Utmak58_56.823000-58.503000/00000', 'D9SH2gYhxTs_158.004033-159.724033/00000', 'MDaRpgsPRQI_135.127567-136.807567/00000', 'URuRrgR0Auo_241.926433-243.646433/00000', 'RUkln2Qd_zo_153.542000-155.262000/00000']",45,,,,
QbfOqH3yx10,33.045467,36.045467,QbfOqH3yx10_33.045467-36.045467/00000,so the propane in here is liquid,"[['so', 0, 7], ['the', 12, 25], ['propane', 33, 44], ['in', 45, 47], ['here', 48, 55], ['is', 58, 60], ['liquid', 65, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
7qexZo5TZpE,174.198367,177.198367,7qexZo5TZpE_174.198367-177.198367/00000,blossoming place its very rich everyone wants,"[['blossoming', 0, 13], ['place', 14, 23], ['its', 25, 28], ['very', 32, 38], ['rich', 40, 47], ['everyone', 64, 70], ['wants', 71, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
U52dD0tegsA,203.208,207.088,U52dD0tegsA_203.208000-207.088000/00000,actually broadening across all industries so smashing magazine wrote a beginners guide,"[['actually', 0, 6], ['broadening', 6, 15], ['across', 16, 25], ['all', 31, 34], ['industries', 35, 47], ['so', 57, 60], ['smashing', 60, 68], ['magazine', 68, 78], ['wrote', 79, 83], ['a', 84, 85], ['beginners', 85, 92], ['guide', 93, 97]]","['Ydz4Az9aeiY_82.335067-86.215067/00000', 'rbnipg_DsJk_151.696533-155.616533/00000', 'WRadGRdkAIQ_172.940000-176.780000/00000', 'v7uM_JArHNQ_99.392067-103.232067/00000', 'b-X0zeRm-NQ_257.328133-261.248133/00000']",99,"[0.88511515, 0.61609745, 0.3643019]",1.0,0.0,0.0
wa2x5uPsGkE,23.270867,26.190867,wa2x5uPsGkE_23.270867-26.190867/00000,ive just felt so inclined to make this video,"[['ive', 0, 5], ['just', 6, 10], ['felt', 12, 18], ['so', 24, 33], ['inclined', 37, 48], ['to', 49, 51], ['make', 52, 56], ['this', 57, 60], ['video', 62, 73]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,,,,
D9SH2gYhxTs,158.004033,159.724033,D9SH2gYhxTs_158.004033-159.724033/00000,these agreements are very difficult,"[['these', 0, 4], ['agreements', 5, 15], ['are', 16, 18], ['very', 22, 29], ['difficult', 30, 43]]","['WSH8Utmak58_56.823000-58.503000/00000', '6b8aekOT3Po_197.302167-199.022167/00000', 'MDaRpgsPRQI_135.127567-136.807567/00000', 'URuRrgR0Auo_241.926433-243.646433/00000', 'RUkln2Qd_zo_153.542000-155.262000/00000']",45,"[0.99924517, 0.51029223, 0.4038365]",1.0,0.0,0.0
cikluDJADJ8,233.16,234.88,cikluDJADJ8_233.160000-234.880000/00000,water in your hand and the heat,"[['water', 0, 7], ['in', 7, 9], ['your', 10, 13], ['hand', 14, 22], ['and', 31, 34], ['the', 34, 36], ['heat', 37, 43]]","['WSH8Utmak58_56.823000-58.503000/00000', '6b8aekOT3Po_197.302167-199.022167/00000', 'D9SH2gYhxTs_158.004033-159.724033/00000', 'MDaRpgsPRQI_135.127567-136.807567/00000', 'URuRrgR0Auo_241.926433-243.646433/00000']",45,,,,
q1uvlXzRr-M,192.16,195.16,q1uvlXzRr-M_192.160000-195.160000/00000,dont encourage sports or even running,"[['dont', 0, 7], ['encourage', 14, 28], ['sports', 39, 49], ['or', 55, 57], ['even', 60, 64], ['running', 67, 75]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
69XpllL9FA8,114.263556,116.903556,69XpllL9FA8_114.263556-116.903556/00001,and the life if you tell the truth youll always end up with him and so,"[['and', 0, 2], ['the', 2, 5], ['life', 5, 10], ['if', 11, 12], ['you', 13, 16], ['tell', 16, 19], ['the', 19, 21], ['truth', 21, 24], ['youll', 25, 28], ['always', 28, 32], ['end', 33, 35], ['up', 35, 36], ['with', 37, 40], ['him', 40, 44], ['and', 61, 63], ['so', 64, 66]]","['B9UYv1klnFQ_30.270000-33.150000/00000', 'jpbTJ-3gNJw_170.840000-173.520000/00000', '8ingHnmvfAY_35.430200-38.070200/00000', '8Lg8K95bZOY_114.467000-117.067000/00000', 'MYGp50XWvUQ_277.640000-280.280000/00001']",68,"[0.7699203, 0.5865262, 0.5420626]",1.0,1.0,1.0
5S4nhKcuHeg,210.4498,212.3698,5S4nhKcuHeg_210.449800-212.369800/00000,that maybe has a more traditional style,"[['that', 0, 2], ['maybe', 3, 8], ['has', 9, 11], ['a', 12, 13], ['more', 13, 18], ['traditional', 20, 39], ['style', 40, 48]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', '14voWHiySSY_244.446000-246.366000/00000']",50,"[0.9996151, 0.8640615, 0.84854317]",1.0,1.0,1.0
_fWrhM5PCyw,97.72,100.64,_fWrhM5PCyw_97.720000-100.640000/00000,consciousness and breathing brings together,"[['consciousness', 0, 17], ['and', 18, 20], ['breathing', 21, 33], ['brings', 51, 58], ['together', 59, 73]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000', 'D2kInGDaB-o_138.553333-141.433333/00000']",74,,,,
gD5ciEMMTB8,174.64,179.92,gD5ciEMMTB8_174.640000-179.920000/00000,ultimate relationship the most amazing relationship you could ever imagine what do you,"[['ultimate', 0, 13], ['relationship', 14, 30], ['the', 31, 34], ['most', 35, 40], ['amazing', 43, 58], ['relationship', 59, 74], ['you', 75, 77], ['could', 77, 80], ['ever', 81, 85], ['imagine', 87, 99], ['what', 121, 126], ['do', 127, 130], ['you', 130, 132]]","['YzTlnJGdkLc_232.945367-238.185367/00000', 'QbfOqH3yx10_249.831933-255.071933/00000', 'CYXjx0sXYlk_221.880900-227.080900/00000', '10s9g8aG1x0_230.452933-235.572933/00000', 'WSH8Utmak58_81.596000-86.756000/00000']",133,"[0.86885273, 0.93349653, 0.62819815]",1.0,0.0,0.0
vq270S4pLQc,168.633133,172.313133,vq270S4pLQc_168.633133-172.313133/00000,of letters in the mail i got a letter from a doctor who,"[['of', 0, 1], ['letters', 2, 9], ['in', 11, 12], ['the', 13, 15], ['mail', 16, 22], ['i', 61, 62], ['got', 63, 66], ['a', 66, 67], ['letter', 68, 72], ['from', 73, 76], ['a', 77, 77], ['doctor', 78, 87], ['who', 90, 92]]","['0gEmPn6V-XI_48.421000-52.141000/00000', 'VVutps_dSBA_195.701933-199.461933/00000', 'w5B095jXuII_157.660000-161.380000/00000', 'dYYf1ND-so4_132.896433-136.616433/00000', 'F4BDg9lQd6c_264.351667-268.231667/00000']",95,"[0.99601126, 0.72966516, 0.46447557]",1.0,1.0,0.0
2HrRDJHeJmE,259.2,262.2,2HrRDJHeJmE_259.200000-262.200000/00000,engineering serendipity in our workplaces in our,"[['engineering', 0, 15], ['serendipity', 20, 37], ['in', 42, 44], ['our', 45, 47], ['workplaces', 48, 66], ['in', 70, 71], ['our', 72, 75]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,"[0.66964006, 0.46361095, 0.53945357]",0.0,0.0,0.0
q1uvlXzRr-M,212.2,215.04,q1uvlXzRr-M_212.200000-215.040000/00000,change that begins with children children of this,"[['change', 0, 9], ['that', 15, 19], ['begins', 19, 28], ['with', 30, 33], ['children', 35, 45], ['children', 55, 64], ['of', 65, 66], ['this', 67, 71]]","['1Ifv_9s7LSA_250.880000-253.680000/00000', 'VatdgxYB9c0_215.200000-218.000000/00000', 'JRA2vrX7f9Y_236.240000-239.040000/00000', 'qjDEzKJ8OJM_112.360000-115.160000/00000', 'QVmu9CG8VcQ_93.870000-96.790000/00000']",71,,,,
KI9gToGq98w,242.433333,245.273333,KI9gToGq98w_242.433333-245.273333/00001,a refrigeration system which will cool,"[['a', 0, 1], ['refrigeration', 2, 19], ['system', 20, 31], ['which', 42, 48], ['will', 57, 61], ['cool', 62, 71]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
t4VHdXRKRBY,60.146633,63.026633,t4VHdXRKRBY_60.146633-63.026633/00000,sophisticated as a learner requires,"[['sophisticated', 0, 19], ['as', 22, 24], ['a', 24, 25], ['learner', 26, 35], ['requires', 52, 72]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
8ingHnmvfAY,32.2702,35.1102,8ingHnmvfAY_32.270200-35.110200/00000,make these strategies work so,"[['make', 0, 5], ['these', 6, 10], ['strategies', 11, 23], ['work', 24, 30], ['so', 68, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000', 'yFEb4BME4tE_224.160000-227.040000/00000']",73,,,,
9Sio1Q-yF98,280.803,282.803,9Sio1Q-yF98_280.803000-282.803000/00000,going up my stairs twice pointing,"[['going', 0, 6], ['up', 7, 9], ['my', 10, 13], ['stairs', 15, 26], ['twice', 31, 41], ['pointing', 44, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000']",52,,,,
zuC2WzMLzzs,202.8,205.76,zuC2WzMLzzs_202.800000-205.760000/00000,of new technological surprise we go,"[['of', 0, 2], ['new', 8, 12], ['technological', 14, 35], ['surprise', 37, 52], ['we', 63, 69], ['go', 70, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', '6b8aekOT3Po_270.523067-273.443067/00000', 'aT6UHJhmG38_188.255167-191.255167/00000']",76,"[0.7705313, 0.7757469, 0.45118216]",1.0,0.0,0.0
uzgdaJCf0Mk,231.366933,234.326933,uzgdaJCf0Mk_231.366933-234.326933/00000,air well the key is that theres no,"[['air', 0, 4], ['well', 30, 34], ['the', 35, 37], ['key', 40, 48], ['is', 51, 54], ['that', 55, 57], ['theres', 58, 64], ['no', 68, 74]]","['Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000', 'aT6UHJhmG38_188.255167-191.255167/00000']",76,,,,
obrHov9XfRk,259.44,261.12,obrHov9XfRk_259.440000-261.120000/00000,is returned from both the search and,"[['is', 0, 2], ['returned', 2, 8], ['from', 8, 11], ['both', 13, 18], ['the', 19, 21], ['search', 23, 29], ['and', 39, 42]]","['OlugY_yg1HE_16.669000-18.309000/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', '5PDZF-MMy94_284.280000-285.960000/00000', 'WKCak99uZ8Y_105.973333-107.613333/00000']",43,"[0.9999802, 0.9021155, 0.5741126]",1.0,1.0,0.0
KweiHPE4Ftg,91.223267,95.183267,KweiHPE4Ftg_91.223267-95.183267/00000,but also be practical to use in the real world once were finished so im really,"[['but', 0, 3], ['also', 5, 13], ['be', 15, 17], ['practical', 18, 27], ['to', 28, 29], ['use', 31, 33], ['in', 34, 35], ['the', 36, 38], ['real', 39, 43], ['world', 44, 50], ['once', 52, 55], ['were', 56, 59], ['finished', 59, 67], ['so', 82, 86], ['im', 86, 88], ['really', 94, 99]]","['ulsh4MDFOnc_35.983000-39.983000/00000', 'UewMoWZPrkk_73.985367-77.985367/00000', '9lbGrht60TY_105.213333-109.213333/00000', 'wCNyuLdwUxI_81.516000-85.516000/00000', 'f6dzxEHnb60_127.916711-131.876711/00000']",102,"[0.93402696, 0.7082042, 0.5381746]",0.0,0.0,0.0
6KOTFYd0LVs,256.240733,259.160733,6KOTFYd0LVs_256.240733-259.160733/00000,to be a little bit brighter when you were all,"[['to', 0, 3], ['be', 5, 13], ['a', 31, 32], ['little', 33, 38], ['bit', 39, 41], ['brighter', 42, 53], ['when', 54, 57], ['you', 58, 62], ['were', 63, 67], ['all', 68, 73]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
mhu5rPf2FDI,156.540333,159.540333,mhu5rPf2FDI_156.540333-159.540333/00000,a nature through which we are whole,"[['a', 0, 2], ['nature', 3, 14], ['through', 44, 50], ['which', 51, 55], ['we', 57, 59], ['are', 61, 64], ['whole', 67, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
2lbUV_-Km54,151.84,158.04,2lbUV_-Km54_151.840000-158.040000/00000,build offlinecapable apps very easily cloud firestore does these three,"[['build', 0, 6], ['offlinecapable', 12, 35], ['apps', 40, 46], ['very', 54, 61], ['easily', 64, 73], ['cloud', 106, 114], ['firestore', 115, 129], ['does', 131, 137], ['these', 139, 146], ['three', 149, 155]]","['rrksK7GhfJM_61.826633-68.026633/00000', 'hGgbpmRnp88_283.254267-289.334267/00000', 'dqt6uzGyGj8_291.781267-298.061267/00000', 'nGu66zO81ss_180.360000-186.680000/00000', 'lRG5o4FKeI0_62.586833-68.626833/00000']",156,"[0.8425943, 0.50287336, 0.44295827]",0.0,0.0,0.0
R_Ct_n1-iN8,39.32,42.04,R_Ct_n1-iN8_39.320000-42.040000/00000,book to give you a general idea of the book,"[['book', 0, 6], ['to', 19, 21], ['give', 22, 26], ['you', 27, 31], ['a', 32, 32], ['general', 33, 43], ['idea', 46, 54], ['of', 55, 57], ['the', 58, 60], ['book', 61, 68]]","['q1uvlXzRr-M_212.200000-215.040000/00000', '1Ifv_9s7LSA_250.880000-253.680000/00000', 'VatdgxYB9c0_215.200000-218.000000/00000', 'JRA2vrX7f9Y_236.240000-239.040000/00000', 'qjDEzKJ8OJM_112.360000-115.160000/00000']",71,"[0.5736799, 0.46961474, 0.46208903]",0.0,0.0,0.0
4Q207Z-HkUo,60.6,63.44,4Q207Z-HkUo_60.600000-63.440000/00000,a movie and so what we launched in,"[['a', 0, 0], ['movie', 1, 8], ['and', 28, 31], ['so', 32, 35], ['what', 56, 59], ['we', 60, 62], ['launched', 63, 69], ['in', 69, 71]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000', 'GHRFKm37DO4_225.418167-228.218167/00002']",72,,,,
1elTcNGC3q8,180.053,182.613,1elTcNGC3q8_180.053000-182.613000/00000,no good or bad way to start the day i dont,"[['no', 0, 4], ['good', 6, 11], ['or', 12, 14], ['bad', 16, 23], ['way', 25, 31], ['to', 32, 34], ['start', 35, 43], ['the', 44, 47], ['day', 49, 56], ['i', 58, 59], ['dont', 59, 64]]","['_x2BRX8ENN8_286.440000-289.040000/00000', 'PQlfPdMygVA_164.476567-167.036567/00000', '5oPRLH4eLuc_266.439467-268.999467/00001', 't7XDya5-W10_69.240267-71.800267/00000', 'AlgNFYsBrV4_67.733367-70.253367/00000']",66,"[0.7663892, 0.5653802, 0.43397745]",0.0,0.0,0.0
cCc5R2woJek,191.8712,193.7512,cCc5R2woJek_191.871200-193.751200/00000,is falling down we have a totally different,"[['is', 0, 1], ['falling', 2, 9], ['down', 9, 14], ['we', 27, 29], ['have', 29, 32], ['a', 32, 33], ['totally', 34, 41], ['different', 42, 47]]","['4LrBiH96so4_296.761933-298.601933/00000', 'SFYAMA7NzvA_186.158000-188.038000/00001', 'G8EEcKGegPA_230.620000-232.500000/00001', 'qGUG89cXB7s_107.572167-109.412167/00000', 'vakvdtCNLHI_101.080000-103.000000/00000']",49,,,,
kKLNfnKgjNI,74.263967,77.063967,kKLNfnKgjNI_74.263967-77.063967/00000,allows us to replace the worn out,"[['allows', 0, 10], ['us', 14, 17], ['to', 31, 34], ['replace', 35, 49], ['the', 56, 58], ['worn', 59, 66], ['out', 67, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000', 'GHRFKm37DO4_225.418167-228.218167/00002']",72,,,,
nT40EZ5ZUD0,93.223267,96.183267,nT40EZ5ZUD0_93.223267-96.183267/00000,to time we get this feeling that comes over,"[['to', 0, 1], ['time', 3, 9], ['we', 16, 19], ['get', 19, 22], ['this', 23, 26], ['feeling', 29, 41], ['that', 57, 60], ['comes', 61, 66], ['over', 70, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000', 'aT6UHJhmG38_188.255167-191.255167/00000']",76,,,,
mj3Tt0uratA,121.7399,123.6999,mj3Tt0uratA_121.739900-123.699900/00000,backupxx server as a virtual,"[['backupxx', 0, 15], ['server', 15, 26], ['as', 37, 39], ['a', 40, 41], ['virtual', 42, 49]]","['IG7xDUyOqmU_106.208000-108.208000/00000', '9abjsU7ibvE_283.341100-285.301100/00000', 'acu6sf807QQ_141.774167-143.694167/00000', 'bwmWHV79vTQ_55.260267-57.220267/00000', 'ulLwMrZ-_Jo_159.542300-161.462300/00000']",51,,,,
9dnCGJZZKhw,162.761656,165.681656,9dnCGJZZKhw_162.761656-165.681656/00000,red bird a yellow duck a blue,"[['red', 0, 8], ['bird', 10, 18], ['a', 29, 31], ['yellow', 33, 41], ['duck', 41, 48], ['a', 61, 63], ['blue', 64, 73]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
BQTPH80Ky44,201.426667,204.306667,BQTPH80Ky44_201.426667-204.306667/00000,i did actually find is the postal,"[['i', 0, 1], ['did', 2, 6], ['actually', 7, 15], ['find', 17, 28], ['is', 48, 51], ['the', 56, 61], ['postal', 64, 72]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000', 'SxHtSYORIEw_273.884867-276.804867/00000']",75,,,,
SgIpComCo48,271.183167,274.103167,SgIpComCo48_271.183167-274.103167/00000,ecological conditions are that made us moral it,"[['ecological', 0, 16], ['conditions', 17, 28], ['are', 29, 32], ['that', 33, 36], ['made', 39, 46], ['us', 48, 50], ['moral', 53, 60], ['it', 72, 73]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,,,,
2FtpIxxcipw,52.738033,54.698033,2FtpIxxcipw_52.738033-54.698033/00000,pro wait a few months until theres a,"[['pro', 0, 6], ['wait', 15, 20], ['a', 22, 23], ['few', 26, 30], ['months', 31, 36], ['until', 37, 42], ['theres', 42, 48], ['a', 48, 49]]","['4LrBiH96so4_296.761933-298.601933/00000', 'SFYAMA7NzvA_186.158000-188.038000/00001', 'G8EEcKGegPA_230.620000-232.500000/00001', 'qGUG89cXB7s_107.572167-109.412167/00000', 'vakvdtCNLHI_101.080000-103.000000/00000']",49,,,,
JRA2vrX7f9Y,236.24,239.04,JRA2vrX7f9Y_236.240000-239.040000/00000,that is electricity sourced from renewable,"[['that', 0, 3], ['is', 4, 5], ['electricity', 18, 31], ['sourced', 33, 40], ['from', 40, 57], ['renewable', 59, 70]]","['q1uvlXzRr-M_212.200000-215.040000/00000', '1Ifv_9s7LSA_250.880000-253.680000/00000', 'VatdgxYB9c0_215.200000-218.000000/00000', 'qjDEzKJ8OJM_112.360000-115.160000/00000', 'QVmu9CG8VcQ_93.870000-96.790000/00000']",71,,,,
mOUXqSlv31c,65.3249,68.1649,mOUXqSlv31c_65.324900-68.164900/00000,on the commutative property which of these,"[['on', 0, 2], ['the', 3, 5], ['commutative', 6, 22], ['property', 24, 39], ['which', 56, 62], ['of', 63, 65], ['these', 66, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
qGUG89cXB7s,107.572167,109.412167,qGUG89cXB7s_107.572167-109.412167/00000,fundamentals what are the fundamentals of,"[['fundamentals', 0, 13], ['what', 23, 26], ['are', 26, 28], ['the', 29, 31], ['fundamentals', 31, 43], ['of', 45, 46]]","['4LrBiH96so4_296.761933-298.601933/00000', 'SFYAMA7NzvA_186.158000-188.038000/00001', 'G8EEcKGegPA_230.620000-232.500000/00001', 'vakvdtCNLHI_101.080000-103.000000/00000', '_1NZnypGpvg_218.889800-220.769800/00000']",49,,,,
OUkQGGqI11k,188.734,191.054,OUkQGGqI11k_188.734000-191.054000/00000,like the way that all the parts and everything the way,"[['like', 0, 3], ['the', 4, 6], ['way', 7, 9], ['that', 9, 14], ['all', 29, 32], ['the', 33, 35], ['parts', 36, 44], ['and', 45, 47], ['everything', 47, 53], ['the', 54, 56], ['way', 56, 58]]","['kTyE_PMahX8_188.117033-190.477033/00000', 'Y4dojl8Qt7Q_277.163267-279.563267/00000', 'NhiN4J2LFKs_27.356633-29.756633/00000', 'eCRC6ItsAdQ_74.566067-77.006067/00000', '9gA61tb284M_131.928000-134.128000/00000']",60,"[0.99935013, 0.8803529, 0.62762433]",1.0,1.0,1.0
14voWHiySSY,244.446,246.366,14voWHiySSY_244.446000-246.366000/00000,a compliance officer and from her i,"[['a', 0, 1], ['compliance', 2, 16], ['officer', 17, 28], ['and', 29, 32], ['from', 34, 38], ['her', 39, 43], ['i', 46, 48]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', 'f2gbU9Q5Rh8_132.230900-134.110900/00000']",50,,,,
FzqL4G6oA58,181.853167,184.773167,FzqL4G6oA58_181.853167-184.773167/00000,of movement and rhythm thats in the music,"[['of', 0, 2], ['movement', 6, 17], ['and', 19, 21], ['rhythm', 23, 33], ['thats', 47, 52], ['in', 56, 59], ['the', 60, 62], ['music', 63, 73]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,,,,
